KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,ESLi,ESLs,ESLg
551.02,2.1328,406,20,66.9544,0.0039,5.688042,0.000092,23.6,1.1,0.02122,0.00074,0.0662,-,1.8,0.063,871,-,4,,,0.812,0.113,0.302
552.01,1.7536,7064,133,104.09836,0.0005,3.055172,0.000011,8.6,2.6,0.0967,0.0013,0.79,0.24,11.2,0.043,1316,0.000069,2,,,0.355,0.036,0.113
554.01,2.2625,3255,43,103.5436,0.0016,3.658495,0.00004,6,1.3,0.0687,0.0034,0.9,0.25,6.1,0.047,1068,0.000034,3,,,0.483,0.065,0.177
555.01,2.4562,227,18,105.4452,0.0043,3.70178,0.00011,7,31,0.018,0.015,0.8,1.5,1.5,0.046,947,0.00008,2,NoObs,,0.87,0.1,0.295
555.02,6.8853,807,21,114.886,0.01,86.4958,0.0038,100.4,3.3,0.02676,0.00079,0.041,0.039,2.3,0.376,331,-,4,,,0.746,0.638,0.69
557.01,3.7725,827,30,103.7845,0.0032,15.65554,0.00034,28,92,0.028,0.019,0.5,1.8,3.1,0.121,636,0.000028,3,,,0.659,0.207,0.37
558.01,2.1952,694,30,106.0859,0.0025,9.17892,0.00016,34,128,0.025,0.019,0.1,2.3,2.3,0.085,730,0.00018,2,,,0.746,0.167,0.353
559.01,2.4524,197,9.7,106.705,0.0067,4.33065,0.0002,11.6,3.5,0.0137,0.0011,0.29,0.087,1.4,0.052,981,0.000034,3,,,0.892,0.095,0.291
560.01,4.2117,813,14,112.2715,0.0067,23.6758,0.0011,35,234,0.028,0.039,0.6,2.4,1.8,0.154,445,0.00003,2,,,0.812,0.388,0.561
561.01,2.5786,451,32,102.6083,0.0024,5.379017,0.000089,11,33,0.024,0.013,0.7,1.4,2.1,0.058,829,0.000019,2,NoObs,,0.773,0.132,0.319
563.01,5.426,249,17,108.6355,0.0069,15.28368,0.00064,16,65,0.017,0.012,0.7,1.7,1.8,0.124,734,0.0001,2,,,0.812,0.158,0.359
564.01,7.4094,579,27,104.8916,0.0054,21.05821,0.00075,22.39,0.5,0.02326,0.00051,0.019,0.01,2.4,0.152,619,0.000067,2,,,0.733,0.227,0.408
564.02,13.5324,2840,86,179.495,0.003,127.8872,0.0024,75.79,0.58,0.04929,0.00037,0.013,0.04,5,0.505,340,-,4,,,0.531,0.537,0.534
566.01,4.0033,632,16,125.5736,0.0064,25.8548,0.002,50,682,0.024,0.058,0.2,4.3,2.3,0.175,586,0.000061,3,,,0.746,0.253,0.434
567.01,3.3311,703,40,102.9293,0.0024,10.68782,0.00018,15,23,0.0286,0.0075,0.82,0.83,2.9,0.096,758,0.000056,2,NoObs,,0.678,0.15,0.319
567.02,4.4409,463,23,109.8004,0.005,20.3032,0.00071,21,73,0.023,0.013,0.8,1.3,2.3,0.147,612,0.000061,2,NoObs,,0.746,0.234,0.417
567.03,3.4536,567,20,131.3635,0.0042,29.02356,0.00067,66,682,0.022,0.043,0.1,3.8,2.2,0.187,543,0.000056,2,NoObs,,0.759,0.292,0.471
568.01,1.395,254,22,102.64,0.0023,3.383517,0.000051,16,66,0.016,0.012,0.6,1.9,1,0.043,856,0.000036,2,NoObs,,1,0.137,0.37
569.01,2.7713,528,17,118.4404,0.0043,20.72804,0.00067,60.2,3.3,0.02221,0.00096,0.017,0.01,2.1,0.144,540,0.000019,3,,,0.773,0.297,0.479
571.01,2.2027,647,28,107.316,0.0026,7.26733,0.00013,26,106,0.024,0.015,0.1,2.4,1.7,0.059,563,0.00012,2,1,,0.83,0.265,0.469
571.02,2.6903,817,32,109.9,0.0023,13.34331,0.00015,40,1.2,0.02827,0.00067,0.0141,-,2,0.088,461,0.00012,2,1,,0.778,0.354,0.525
571.03,1.8168,500,29,66.3315,0.0023,3.886758,0.000038,9,17,0.026,0.007,0.87,0.8,1.8,0.039,692,-,4,,,0.812,0.177,0.38
572.01,5.2873,356,25,112.774,0.0054,10.6405,0.00042,16.33,0.39,0.01827,0.00045,0.024,0.01,2.4,0.097,882,0.00013,2,,,0.733,0.114,0.289
573.01,3.12,646,35,105.5032,0.0026,5.9966,0.00011,14,52,0.025,0.018,0.3,2.1,3.2,0.066,1054,0.00002,2,,,0.65,0.075,0.221
573.02,2.059,211,16,66.2019,0.0048,2.061872,0.000042,8.378,0.08,0.01674,0.00053,0.0437,-,2.1,0.033,1491,-,4,,,0.773,0.037,0.169
574.01,3.408,1030,36,104.3661,0.003,20.13504,0.0004,41,162,0.031,0.025,0.4,2.1,2.4,0.14,507,0.00003,2,,,0.733,0.324,0.488
575.01,4.1934,519,16,116.4044,0.0064,24.3178,0.0012,32,165,0.024,0.022,0.7,1.9,2.6,0.169,640,0.000038,3,,,0.71,0.211,0.387
577.01,5.2888,461,9,111.55,0.011,39.6729,0.003,59,477,0.02,0.034,0.1,3.4,2.6,0.227,502,0.000035,3,,,0.71,0.326,0.481
578.01,5.1938,1081,90,102.8794,0.0015,6.412547,0.000063,9.811,0.082,0.03075,0.00023,0.004,-,3.8,0.069,1035,0.000041,2,,,0.603,0.075,0.213
579.01,1.8672,294,31,103.0698,0.0021,2.020003,0.000028,9.093,0.05,0.01747,0.00038,0.0295,-,1.5,0.03,1154,0.000041,2,NoObs,,0.87,0.066,0.239
580.01,2.7903,685,32,108.7093,0.0025,6.52125,0.00011,18,95,0.025,0.025,0,2.7,1.5,0.067,716,0.000039,2,,,0.87,0.176,0.391
581.01,2.6717,1111,49,108.9144,0.0016,6.996895,0.000074,20.47,0.39,0.03159,0.00048,0.001,-,2.1,0.07,714,0.000042,2,,,0.773,0.177,0.37
582.01,2.5505,778,34,103.4687,0.002,5.945053,0.000083,17,74,0.027,0.024,0.4,2.3,2.2,0.062,783,0.000037,3,,,0.759,0.147,0.334
583.01,3.1312,227,28,103.7392,0.0033,2.436893,0.000055,4,12,0.0164,0.0083,0.7,1.4,1.6,0.036,1266,0.000028,3,,,0.849,0.052,0.211
584.01,3.7109,663,47,108.6885,0.0021,9.9265,0.00015,21.68,0.46,0.02287,0.0004,0.0173,-,1.6,0.088,633,0.000022,2,1,,0.849,0.218,0.43
584.02,4.473,509,27,103.3728,0.0044,21.22343,0.00069,37,1.1,0.02177,0.00053,0.025,0.01,1.5,0.146,492,0.000023,2,1,,0.87,0.347,0.55
585.01,1.9189,754,37,104.558,0.0017,3.722176,0.000042,15.33,0.43,0.02686,0.00053,0.0528,-,2,0.046,932,0.000038,2,,,0.778,0.095,0.271
586.01,3.7971,526,23,108.9754,0.0041,15.77916,0.00044,22,72,0.024,0.014,0.7,1.4,2.1,0.124,630,0.000017,3,,,0.773,0.225,0.417
587.01,3.4973,752,38,104.6019,0.0028,14.03513,0.00026,25,63,0.028,0.014,0.6,1.5,3,0.113,672,0.000057,2,,,0.668,0.188,0.354
588.01,2.6497,548,19,108.6871,0.0041,10.35547,0.0003,23,100,0.023,0.023,0.7,1.9,2.2,0.085,619,0.000014,2,,,0.759,0.23,0.418
589.01,4.2971,174,8.6,119.5356,0.0092,17.4808,0.00085,21,180,0.014,0.02,0.8,2.2,1.2,0.134,637,0.000032,3,NoObs,,0.942,0.233,0.469
590.01,3.7243,380,22,107.5461,0.0045,11.38933,0.00035,17,72,0.021,0.015,0.7,1.7,2.1,0.102,809,0.00007,2,,,0.773,0.139,0.327
590.02,5.8287,567,20,74.3251,0.0073,50.6962,0.0017,68.1,2.4,0.02208,0.00071,0.031,0.063,2.2,0.276,492,-,4,,,0.759,0.346,0.512
592.01,4.7864,440,19,108.4815,0.0061,39.7521,0.0018,35,85,0.0229,0.0088,0.85,0.98,2.7,0.234,550,0.000044,3,,,0.699,0.276,0.439
593.01,3.2745,483,16,104.7889,0.0051,9.99757,0.00034,18,124,0.023,0.028,0.7,2.4,2.1,0.092,760,0.000052,2,,,0.773,0.157,0.348
596.01,1.3419,635,42,103.4508,0.0012,1.682706,0.000014,10.097,0.022,0.02575,0.00042,0.0338,-,1.7,0.022,864,0.000016,2,NoObs,,0.83,0.116,0.311
597.01,4.8348,470,17,109.9401,0.0056,17.30819,0.00069,27.63,0.97,0.02229,0.00072,0.014,0.01,2.6,0.135,724,0.000034,2,,,0.71,0.167,0.344
597.02,2.6017,169,14,66.0722,0.0064,2.092181,0.000057,6.2,1.9,0.01204,0.00079,-,-,1.4,0.033,1464,-,4,,,0.892,0.039,0.187
598.01,2.9641,707,34,104.1666,0.0027,8.30811,0.00016,21.48,0.56,0.02527,0.00052,0.0223,-,1.7,0.077,644,0.000026,2,,,0.83,0.207,0.414
599.01,2.4207,535,29,106.2091,0.0027,6.45469,0.00012,17,93,0.023,0.022,0.6,2.2,2.3,0.069,935,0.000066,3,,,0.746,0.102,0.275
600.01,2.5733,357,26,103.3635,0.0032,3.59594,0.00011,10.27,0.33,0.01839,0.00049,0.0478,-,2.1,0.047,1213,0.000022,3,,,0.773,0.059,0.214
601.01,2.5206,760,19,105.1847,0.0038,5.40425,0.00014,17.1,1.6,0.0182,0.0015,0.11,0.01,1.7,0.062,974,0.000028,2,NoObs,,0.83,0.091,0.275
602.01,5.2372,410,19,110.2739,0.0063,12.91408,0.00054,19.55,0.77,0.01904,0.00068,0.002,0.01,2.3,0.111,831,0.000032,3,,,0.746,0.13,0.311
605.01,1.7663,903,54,102.7178,0.0011,2.628144,0.00002,11.29,0.26,0.02757,0.00044,0.023,0.033,1.6,0.031,782,0.000048,2,,,0.849,0.145,0.351
607.01,1.5864,6124,74,106.48563,0.00036,5.894028,0.000052,39.45,0.91,0.07544,0.00093,0.031,0.032,6.8,0.064,871,-,3,,1,0.458,0.097,0.211
609.01,1.8343,3942,56,105.028,0.0011,4.396913,0.000034,9.4,2.8,0.089,0.011,0.92,0.28,12,0.054,1200,0.000021,3,,,0.343,0.044,0.123
610.01,2.5145,816,26,113.8431,0.0026,14.28246,0.00026,45.2,1.8,0.02681,0.00084,0.022,0.044,2,0.096,481,0.000026,2,,,0.778,0.33,0.507
611.01,1.4497,4012,319,104.05987,0.00018,3.2516578,0.0000041,10.3,3.1,0.07259,0.00037,0.79,0.24,7.3,0.044,1235,0.000066,2,NoObs,,0.442,0.045,0.142
612.01,3.3581,497,26,106.2164,0.0031,20.74022,0.00046,32,102,0.024,0.015,0.8,1.3,3.5,0.15,668,0.000024,2,NoObs,,0.625,0.185,0.34
612.02,5.3336,736,28,149.5591,0.0046,47.4276,0.0019,72.4,2.1,0.02517,0.00061,0.004,0.01,3.6,0.26,507,0.000022,2,NoObs,,0.617,0.303,0.433
614.01,1.8723,3556,122,103.02216,0.00059,12.874706,0.00005,39,12,0.06268,0.0006,0.58,0.17,4,0.107,587,-,3,,,0.589,0.23,0.368
617.01,2.9128,6471,158,131.59768,0.00057,37.86537,0.00017,52,16,0.177,0.021,1.11,0.33,17.8,0.224,499,-,3,,,0.278,0.227,0.251
618.01,2.6232,947,38,111.3474,0.0022,9.07071,0.00014,19,54,0.031,0.017,0.7,1.4,3.2,0.086,790,0.000058,2,,,0.65,0.136,0.297
620.01,5.8762,5914,53,92.1077,0.0026,45.15416,0.00078,63.25,0.93,0.07225,0.00091,0.016,0.022,7.2,0.253,486,0.000026,2,,,0.445,0.286,0.357
622.01,8.9133,4310,58,146.4969,0.0031,155.0467,0.0044,81,12,0.0732,0.0025,0.85,0.24,9.3,0.568,327,0.000025,3,,,0.391,0.503,0.444
623.01,4.2819,98,23,107.0644,0.0043,10.3496,0.00032,9,31,0.0112,0.0055,0.9,1,2,0.099,1121,0.000029,3,1,,0.778,0.064,0.223
623.02,5.507,95,21,112.4629,0.0054,15.67781,0.00065,22.78,0.74,0.00954,0.00026,0.032,0.078,1.7,0.13,978,0.00003,3,1,,0.83,0.09,0.273
623.03,3.7922,68,21,104.4771,0.0049,5.5992,0.00018,6,19,0.0099,0.0048,0.9,1,1.8,0.066,1373,0.000031,3,1,,0.812,0.042,0.185
624.01,4.4288,849,23,115.4407,0.0046,17.78948,0.00056,31.6,1.1,0.02703,0.00078,0.031,0.066,2.1,0.133,565,-,2,,,0.773,0.274,0.46
625.01,4.4579,1158,58,113.4422,0.0025,38.13719,0.00073,23.4,7,0.0623,0.0097,1,0.3,15.1,0.241,828,0.00002,2,1,,0.303,0.091,0.167
626.01,3.9008,316,29,105.2217,0.0039,14.58635,0.00037,21,68,0.0186,0.0099,0.7,1.5,2.2,0.121,817,0.00011,2,NoObs,,0.759,0.135,0.32
627.01,3.5631,368,38,109.1711,0.0028,7.75193,0.00015,12,30,0.0197,0.0082,0.7,1.3,2.9,0.08,1066,0.000071,2,1,,0.678,0.074,0.224
628.01,3.0462,380,22,108.0042,0.0041,14.48612,0.00041,21,89,0.022,0.015,0.9,1.3,3.1,0.12,826,0.000043,2,NoObs,,0.659,0.125,0.287
629.01,6.7051,353,18,105.5659,0.008,40.7013,0.0023,35,142,0.019,0.013,0.7,1.8,3,0.244,669,0.000078,2,NoObs,,0.668,0.19,0.356
632.01,3.1532,246,21,104.22,0.0044,7.23848,0.00022,17.76,0.71,0.01483,0.00047,0.028,0.055,1.2,0.072,761,0.000046,2,NoObs,,0.942,0.166,0.395
633.01,10.3584,657,31,103.6091,0.007,161.4682,0.0099,64,31,0.0283,0.0023,0.86,0.42,5.4,0.614,428,0.000095,2,,,0.512,0.373,0.437
635.01,3.4572,555,20,104.4013,0.0042,16.71985,0.0005,28,163,0.023,0.022,0.7,2,2.7,0.132,762,0.000084,2,1,,0.699,0.15,0.324
638.01,5.248,1057,64,105.6573,0.002,23.63591,0.00031,19.5,6.3,0.036,0.002,0.84,0.36,4.8,0.166,682,0.00008,2,NoObs,,0.542,0.168,0.302
638.02,7.1418,1147,47,79.5663,0.0034,67.0936,0.0011,75.5,1.2,0.03133,0.00043,0.017,0.022,4.1,0.333,482,-,4,,,0.582,0.323,0.434
639.01,5.6758,389,33,115.2433,0.0039,17.97984,0.0005,25.46,0.56,0.01868,0.00037,0.026,0.035,2.1,0.139,747,0.00017,2,1,,0.773,0.162,0.354
640.01,3.1182,626,39,124.7843,0.0023,30.99665,0.00051,72,225,0.025,0.016,0.6,1.8,2.9,0.193,533,0.00012,2,1,,0.678,0.288,0.442
641.01,3.3757,1080,37,110.9992,0.0023,14.85198,0.00025,32,70,0.031,0.016,0.5,1.6,3.2,0.104,535,0.00012,3,NoObs,,0.65,0.282,0.428
644.01,7.3023,22486,903,173.59859,0.00015,45.977503,0.000048,54.776631,0.000058,0.1387,0.0078,0.0008,-,35.3,0.271,698,0.0000021,2,NoObs,,0.19,0.106,0.142
645.01,2.8982,169,17,103.8637,0.0049,8.50365,0.00029,13,64,0.015,0.012,0.8,1.5,2.6,0.086,1124,0.00013,2,1,,0.71,0.067,0.219
645.02,7.657,193,21,112.7424,0.0075,23.7847,0.0013,21,71,0.0141,0.0085,0.5,1.9,2.5,0.171,797,0.00013,2,NoObs,,0.721,0.139,0.317
647.01,4.6876,172,33,103.3185,0.0035,5.16923,0.00012,6,12,0.0145,0.005,0.8,1.1,1.8,0.061,1168,0.000053,2,1,,0.812,0.06,0.221
649.01,8.122,226,29,115.9258,0.0058,23.44942,0.00088,22.24,0.46,0.01421,0.0003,0.01,0.02,2,0.167,727,0.000048,2,1,,0.778,0.156,0.348
650.01,2.3266,797,58,111.7215,0.0014,11.95458,0.00011,26,40,0.031,0.0093,0.83,0.83,3.8,0.101,728,0.000032,2,1,,0.603,0.155,0.305
652.01,2.9306,2957,87,115.75856,0.00095,16.08075,0.0001,44,87,0.049,0.023,0.1,1.7,3,0.112,459,0.000032,2,1,,0.668,0.37,0.497
654.01,2.9044,302,20,104.6352,0.0037,8.59449,0.00022,13,51,0.02,0.013,0.8,1.3,2.9,0.085,1013,0.000027,2,NoObs,,0.678,0.083,0.237
655.01,5.62,368,44,125.0972,0.003,25.67234,0.00061,35.25,0.57,0.01781,0.00027,0.0157,-,2.1,0.177,674,0.00005,2,1,,0.773,0.198,0.391
657.01,2.0229,490,35,104.0183,0.0018,4.069378,0.000049,15.71,0.51,0.02084,0.00049,0.014,0.036,1.6,0.046,798,0.000025,2,NoObs,,0.849,0.139,0.344
657.02,2.8468,736,34,113.7963,0.0022,16.28267,0.00025,45,1.4,0.02489,0.00057,0,0.01,1.9,0.115,504,0.000023,2,NoObs,,0.794,0.31,0.496
658.01,1.9455,460,46,102.6422,0.0015,3.162668,0.000033,12.13,0.46,0.01513,0.0005,0.04,-,1.5,0.043,1162,0.00017,2,NoObs,,0.87,0.065,0.237
658.02,2.0263,439,35,105.2367,0.0022,5.370662,0.000079,15,60,0.022,0.016,0.7,1.7,2.2,0.061,975,0.00017,2,NoObs,,0.759,0.094,0.267
659.01,4.2939,268,20,113.7619,0.0048,23.2056,0.0008,31,144,0.016,0.013,0.7,1.9,2.5,0.168,818,0.000054,2,NoObs,,0.721,0.132,0.308
660.01,6.7029,224,37,103.5844,0.0039,6.07977,0.00016,7.05,0.12,0.01413,0.00024,0.0093,-,2.2,0.067,1077,0.000029,2,1,,0.759,0.076,0.24
661.01,3.4869,321,20,107.9834,0.004,14.40135,0.00042,27,143,0.018,0.017,0.5,2.3,2.1,0.119,776,0.000027,2,NoObs,,0.773,0.151,0.341
662.01,5.5389,208,30,103.7094,0.0048,10.21362,0.00033,13,53,0.0127,0.0094,0,2.4,1.5,0.095,875,0.000058,2,1,,0.87,0.118,0.32
663.01,1.8327,486,64,103.84688,0.00089,2.755602,0.000017,7,11,0.0245,0.0065,0.84,0.81,1.9,0.033,846,0.000023,2,1,,0.794,0.117,0.305
663.02,2.8399,593,39,105.6543,0.0021,20.30708,0.00029,57,1.5,0.02282,0.00043,0.031,0.049,1.7,0.124,436,0.000021,2,1,,0.83,0.408,0.582
664.01,4.6566,186,22,103.228,0.006,13.13755,0.00052,15,44,0.0149,0.0077,0.7,1.4,2.1,0.113,863,0.000061,3,NoObs,,0.773,0.122,0.307
665.01,4.0178,390,59,103.3258,0.0018,5.867973,0.000072,11.55,0.16,0.01863,0.00022,0.0003,-,2.3,0.066,1066,0.00004,2,1,,0.746,0.077,0.24
665.02,3.1579,82,21,66.5664,0.0048,1.611912,0.000033,1.9,7.9,0.0097,0.0068,0.9,1.1,1.2,0.028,1636,-,4,,,0.942,0.032,0.173
665.03,3.7875,69,14,66.3005,0.0079,3.07154,0.0001,6.2,0.4,0.00685,0.00043,0.008,0.01,0.8,0.043,1320,-,4,,,0.951,0.052,0.222
666.01,3.9017,567,44,107.1338,0.0026,22.24844,0.00039,45,183,0.022,0.017,0.1,2.4,2,0.156,570,0.000072,2,1,,0.778,0.246,0.437
667.01,2.722,9374,124,103.45173,0.00088,4.305252,0.000024,13.95,0.13,0.08972,0.00064,0.024,0.022,6.5,0.044,711,0.0000071,3,,,0.468,0.147,0.262
670.01,3.2407,232,20,104.926,0.0042,9.49006,0.00028,14,57,0.016,0.011,0.8,1.5,2.1,0.09,883,0.000062,3,NoObs,,0.773,0.116,0.3
671.01,3.2752,140,21,103.7411,0.0045,4.22875,0.00012,6,22,0.0135,0.0085,0.8,1.3,1.4,0.051,1126,0.000072,2,NoObs,,0.892,0.071,0.251
672.01,3.0784,510,32,105.8116,0.0028,16.08822,0.00033,25,67,0.025,0.011,0.8,1.1,4,0.13,821,0.000051,2,1,,0.589,0.121,0.267
672.02,5.8817,890,50,86.8426,0.0037,41.749,0.0012,58.85,0.87,0.02823,0.00037,0.016,0.022,4.5,0.245,598,0.000047,2,1,,0.558,0.218,0.348
673.01,3.0279,228,20,103.7904,0.0041,4.41748,0.00013,11.98,0.55,0.01412,0.00056,0.0305,-,1.8,0.055,1303,0.000056,2,1,,0.812,0.047,0.196
674.01,9.4755,1484,97,110.9192,0.0022,16.33886,0.00021,11.3,5.8,0.0378,0.0042,0.59,0.69,11.3,0.137,959,0.000024,3,,,0.354,0.072,0.159
676.01,2.8769,2841,53,104.5826,0.0014,7.972513,0.000076,12,3.6,0.0593,0.0034,0.84,0.35,4.5,0.067,598,0.000034,2,NoObs,,0.558,0.218,0.348
676.02,1.747,1561,41,103.8934,0.0014,2.453224,0.000023,9.5,2.8,0.03888,0.00086,0.308,0.092,2.9,0.03,894,0.000039,2,NoObs,,0.678,0.107,0.27
678.01,2.7421,104,21,105.59,0.013,6.04097,0.00054,10.2,3.1,0.011,0.0026,0.66,0.2,1.7,0.066,1028,0.000033,3,1,,0.83,0.081,0.259
679.01,8.127,283,33,123.2486,0.0051,31.8049,0.0012,30.4,9.1,0.01568,0.00039,-,-,1.8,0.197,598,0.000028,2,1,,0.812,0.233,0.435
680.01,8.9336,4046,586,110.64238,0.00045,8.600116,0.000027,7.817,0.011,0.05966,0.00008,0.0002,-,7.6,0.085,989,-,2,,,0.434,0.073,0.178
ﾆ682.01,9.9203,4548,163,118.99358,0.00099,164,-,156.9,1.4,0.04688,0.0004,0.002,0.032,4.9,0.591,307,0.000051,2,,,#N/A,#N/A,#N/A
683.01,4.4673,2146,55,110.5186,0.0021,278.1232,0.003,385,340,0.0489,0.0078,0.8,0.67,4.2,0.839,239,0.000038,2,,,0.576,0.729,0.648
684.01,1.8215,732,50,105.2568,0.0012,4.034923,0.000033,6,1.8,0.0407,0.0042,0.96,0.29,8.3,0.052,1414,0.000013,2,NoObs,,0.415,0.033,0.116
685.01,3.476,263,41,103.9261,0.0024,3.173885,0.000053,4.7,9.9,0.0175,0.006,0.8,1.1,2.8,0.045,1570,0.000089,2,NoObs,,0.688,0.031,0.147
686.01,3.0231,13473,620,104.67404,0.00014,52.513492,0.000039,147.001,0.00011,0.1077,0.0032,0.0028,-,11.3,0.275,442,0.0000027,3,,,0.354,0.306,0.329
687.01,2.1209,263,13,104.983,0.0059,4.17853,0.00017,11.6,3.5,0.0164,0.0013,0.44,0.13,1.7,0.052,1060,-,3,,1,0.83,0.076,0.251
688.01,2.9239,249,31,103.2535,0.0027,3.275814,0.00006,5,16,0.0175,0.0083,0.8,1.2,2.5,0.045,1465,0.000041,2,NoObs,,0.721,0.038,0.164
689.01,3.5876,536,21,115.398,0.0047,15.87403,0.00046,34.3,1.3,0.02165,0.00074,0.021,0.01,2,0.123,622,0.000065,2,,,0.778,0.21,0.404
691.01,8.3024,566,47,122.3661,0.0038,29.66717,0.00092,27.7,0.36,0.02253,0.0003,0.018,0.01,2.9,0.195,653,0.00002,2,NoObs,,0.678,0.2,0.368
691.02,6.1582,99,9.7,77.039,0.015,16.2245,0.001,20.8,1.3,0.01006,0.00059,0.056,0.014,1.3,0.13,799,-,4,,,0.916,0.147,0.368
692.01,1.8674,159,20,104.8412,0.0028,2.462367,0.000047,10.33,0.41,0.01309,0.00042,0.0614,-,0.8,0.035,1004,0.000042,2,1,,0.951,0.094,0.299
693.01,7.3509,286,27,126.3107,0.0058,28.7784,0.0013,24,74,0.0169,0.0088,0.6,1.7,1.8,0.19,611,0.000023,2,NoObs,,0.812,0.224,0.426
693.02,7.0385,296,36,79.3547,0.0051,15.66002,0.00032,18.23,0.23,0.01624,0.00029,0.022,0.01,1.7,0.126,750,-,4,,,0.83,0.155,0.358
694.01,4.8698,762,56,117.2445,0.0023,17.42154,0.00028,27.97,0.39,0.02593,0.00028,0.031,0.055,1.7,0.13,530,0.000019,2,NoObs,,0.83,0.294,0.494
695.01,4.9238,521,45,108.293,0.0027,29.90653,0.00063,32,51,0.0241,0.0065,0.76,0.98,3.1,0.195,643,0.000017,2,NoObs,,0.659,0.203,0.366
697.01,3.6358,442,45,104.7324,0.0021,3.032186,0.00004,5,10,0.0215,0.008,0.7,1.3,4,0.043,1601,0.000033,2,,,0.589,0.028,0.129
698.01,2.4663,7188,386,105.99432,0.00028,12.718733,0.000023,23,6.9,0.1209,0.0025,0.92,0.28,12,0.103,748,0.000012,2,,,0.343,0.118,0.201
700.01,2.9694,520,28,105.9348,0.0031,30.86436,0.00069,45,113,0.025,0.01,0.86,0.97,3.1,0.197,588,0.000035,2,1,,0.659,0.239,0.397
700.02,3.2972,194,19,104.9588,0.0044,9.36127,0.00028,13,45,0.0159,0.0091,0.8,1.2,1.9,0.089,875,0.000046,2,1,,0.794,0.11,0.295
701.01,2.9877,847,48,113.8108,0.0017,18.16428,0.00025,35,74,0.03,0.013,0.7,1.2,2.2,0.127,496,0.000017,2,1,,0.759,0.341,0.509
701.02,2.3257,379,34,103.9187,0.0023,5.714973,0.000087,14,41,0.021,0.013,0.7,1.5,1.5,0.059,728,0.00002,2,1,,0.87,0.17,0.385
701.03,6.8714,642,25,83.398,0.0045,122.3894,0.0017,138.6,4,0.02341,0.00059,0.015,0.046,1.7,0.454,262,-,4,,,0.83,0.849,0.84
703.01,1.6971,124,24,102.9528,0.0025,1.3686,0.000024,3,15,0.013,0.0093,0.9,1.3,1.7,0.025,1866,0.000051,2,NoObs,,0.83,0.021,0.132
704.01,2.54,459,14,118.13,0.0051,18.39714,0.00067,60.8,5.1,0.0167,0.0014,0.015,0.01,1.7,0.136,619,0.000016,2,NoObs,,0.83,0.223,0.43
707.01,7.8208,624,48,122.631,0.0036,21.77654,0.00055,21.9,0.29,0.02384,0.0003,0.0044,-,3.4,0.159,745,0.000021,2,1,,0.633,0.151,0.309
707.02,9.8121,365,23,105.5817,0.0091,41.0315,0.0025,32.14,0.77,0.01873,0.00047,0.041,0.01,2.6,0.242,604,0.000025,2,1,,0.71,0.235,0.408
707.03,8.5541,344,22,68.8687,0.0091,31.7845,0.0012,29.17,0.77,0.01761,0.00047,0.029,0.04,2.5,0.204,658,-,4,,,0.721,0.202,0.381
707.04,6.4886,227,21,76.6803,0.0079,13.17535,0.00045,11,38,0.0156,0.009,0.7,1.6,2.2,0.113,884,-,4,,,0.759,0.115,0.295
708.01,6.7713,484,42,104.0034,0.0035,17.40696,0.00044,20.02,0.3,0.02136,0.0003,0.027,0.028,2.2,0.135,703,0.000044,2,1,,0.759,0.181,0.371
708.02,4.9436,248,26,109.5127,0.0047,7.69315,0.00025,10,33,0.0167,0.0098,0.6,1.7,1.7,0.078,924,0.000052,2,1,,0.83,0.101,0.29
709.01,3.7885,567,31,111.791,0.0029,21.38418,0.00044,43,202,0.023,0.021,0.3,2.5,2.2,0.152,588,0.000021,2,NoObs,,0.759,0.253,0.438
710.01,3.9341,129,21,103.9326,0.0044,5.37503,0.00016,10.67,0.16,0.0113,0.00031,0.0171,-,1.7,0.067,1320,0.000051,2,1,,0.83,0.047,0.197
711.01,6.1018,724,34,107.8257,0.0048,44.6987,0.0019,56.3,1.2,0.02508,0.00047,0.004,0.025,2.7,0.249,486,0.000046,2,NoObs,,0.699,0.342,0.489
711.02,3.171,169,22,68.4376,0.0044,3.619344,0.000069,4,23,0.012,0.011,0.9,1.3,1.3,0.047,1118,-,4,,,0.916,0.073,0.259
711.03,9.8334,631,25,187.1803,0.0076,124.5229,0.0058,87,382,0.024,0.021,0.5,2.2,2.6,0.494,345,-,4,,,0.71,0.589,0.647
712.01,1.9895,122,17,104.23,0.0031,2.178191,0.000046,9.893,0.073,0.01118,0.00044,0.0809,-,0.8,0.033,1101,-,3,,,0.951,0.077,0.271
714.01,2.2176,794,89,105.78778,0.00081,4.182017,0.000023,14.8,0.18,0.02607,0.00024,0.0001,-,2.2,0.051,929,0.000018,2,1,,0.759,0.104,0.281
716.01,2.2744,2012,103,112.95307,0.0008,26.89291,0.00016,40,12,0.0606,0.0027,0.93,0.28,6.3,0.18,595,0.00003,2,NoObs,,0.476,0.206,0.313
717.01,3.1618,263,22,108.7924,0.0038,14.70752,0.00037,37.7,1.5,0.01569,0.0005,0.044,0.01,0.9,0.114,510,0.000015,3,1,,0.977,0.356,0.589
718.01,3.2541,338,42,102.8579,0.0021,4.585494,0.000048,9,21,0.0186,0.0082,0.6,1.5,1.6,0.055,964,0.000024,2,1,,0.849,0.095,0.283
